Codice Regione,Codice Città Metropolitana,Codice Provincia (1),Progressivo del Comune (2),Codice Comune formato alfanumerico,Denominazione in italiano,Denominazione altra lingua,Codice Ripartizione Geografica,Ripartizione geografica,Denominazione regione,Denominazione Città metropolitana,Denominazione provincia,Flag Comune capoluogo di provincia,Sigla automobilistica,Codice Comune formato numerico,Codice Comune numerico con 110 province (dal 2010 al 2016),Codice Comune numerico con 107 province (dal 2006 al 2009),Codice Comune numerico con 103 province (dal 1995 al 2005),Codice Catastale del comune,Popolazione legale 2011 (09/10/2011),Codice NUTS1 2010,Codice NUTS2 2010 (3),Codice NUTS3 2010,Codice NUTS1 2006,Codice NUTS2 2006 (3),Codice NUTS3 2006
19,-,085, 021 ,085021,Vallelunga Pratameno,,5,Isole,Sicilia,-,Caltanissetta,0,CL,85021,85021,85021,85021,L609,3.641,ITG,ITG1,ITG15,ITG,ITG1,ITG15
19,-,085, 022 ,085022,Villalba,,5,Isole,Sicilia,-,Caltanissetta,0,CL,85022,85022,85022,85022,L959,1.731,ITG,ITG1,ITG15,ITG,ITG1,ITG15
19,-,086, 001 ,086001,Agira,,5,Isole,Sicilia,-,Enna,0,EN,86001,86001,86001,86001,A070,8.484,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 002 ,086002,Aidone,,5,Isole,Sicilia,-,Enna,0,EN,86002,86002,86002,86002,A098,4.929,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 003 ,086003,Assoro,,5,Isole,Sicilia,-,Enna,0,EN,86003,86003,86003,86003,A478,5.366,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 004 ,086004,Barrafranca,,5,Isole,Sicilia,-,Enna,0,EN,86004,86004,86004,86004,A676,13.977,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 005 ,086005,Calascibetta,,5,Isole,Sicilia,-,Enna,0,EN,86005,86005,86005,86005,B381,4.628,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 006 ,086006,Catenanuova,,5,Isole,Sicilia,-,Enna,0,EN,86006,86006,86006,86006,C353,4.999,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 007 ,086007,Centuripe,,5,Isole,Sicilia,-,Enna,0,EN,86007,86007,86007,86007,C471,5.599,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 008 ,086008,Cerami,,5,Isole,Sicilia,-,Enna,0,EN,86008,86008,86008,86008,C480,2.150,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 009 ,086009,Enna,,5,Isole,Sicilia,-,Enna,1,EN,86009,86009,86009,86009,C342,27.894,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 010 ,086010,Gagliano Castelferrato,,5,Isole,Sicilia,-,Enna,0,EN,86010,86010,86010,86010,D849,3.722,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 011 ,086011,Leonforte,,5,Isole,Sicilia,-,Enna,0,EN,86011,86011,86011,86011,E536,13.878,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 012 ,086012,Nicosia,,5,Isole,Sicilia,-,Enna,0,EN,86012,86012,86012,86012,F892,14.272,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 013 ,086013,Nissoria,,5,Isole,Sicilia,-,Enna,0,EN,86013,86013,86013,86013,F900,2.969,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 014 ,086014,Piazza Armerina,,5,Isole,Sicilia,-,Enna,0,EN,86014,86014,86014,86014,G580,22.196,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 015 ,086015,Pietraperzia,,5,Isole,Sicilia,-,Enna,0,EN,86015,86015,86015,86015,G624,7.227,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 016 ,086016,Regalbuto,,5,Isole,Sicilia,-,Enna,0,EN,86016,86016,86016,86016,H221,7.388,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 017 ,086017,Sperlinga,,5,Isole,Sicilia,-,Enna,0,EN,86017,86017,86017,86017,I891,833,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 018 ,086018,Troina,,5,Isole,Sicilia,-,Enna,0,EN,86018,86018,86018,86018,L448,9.628,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 019 ,086019,Valguarnera Caropepe,,5,Isole,Sicilia,-,Enna,0,EN,86019,86019,86019,86019,L583,8.182,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,-,086, 020 ,086020,Villarosa,,5,Isole,Sicilia,-,Enna,0,EN,86020,86020,86020,86020,M011,5.130,ITG,ITG1,ITG16,ITG,ITG1,ITG16
19,287,087, 001 ,087001,Aci Bonaccorsi,,5,Isole,Sicilia,Catania,-,0,CT,87001,87001,87001,87001,A025,3.200,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 002 ,087002,Aci Castello,,5,Isole,Sicilia,Catania,-,0,CT,87002,87002,87002,87002,A026,18.122,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 003 ,087003,Aci Catena,,5,Isole,Sicilia,Catania,-,0,CT,87003,87003,87003,87003,A027,28.749,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 004 ,087004,Acireale,,5,Isole,Sicilia,Catania,-,0,CT,87004,87004,87004,87004,A028,51.456,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 005 ,087005,Aci Sant'Antonio,,5,Isole,Sicilia,Catania,-,0,CT,87005,87005,87005,87005,A029,17.270,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 006 ,087006,Adrano,,5,Isole,Sicilia,Catania,-,0,CT,87006,87006,87006,87006,A056,35.549,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 007 ,087007,Belpasso,,5,Isole,Sicilia,Catania,-,0,CT,87007,87007,87007,87007,A766,26.378,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 008 ,087008,Biancavilla,,5,Isole,Sicilia,Catania,-,0,CT,87008,87008,87008,87008,A841,23.703,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 009 ,087009,Bronte,,5,Isole,Sicilia,Catania,-,0,CT,87009,87009,87009,87009,B202,19.234,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 010 ,087010,Calatabiano,,5,Isole,Sicilia,Catania,-,0,CT,87010,87010,87010,87010,B384,5.383,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 011 ,087011,Caltagirone,,5,Isole,Sicilia,Catania,-,0,CT,87011,87011,87011,87011,B428,38.123,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 012 ,087012,Camporotondo Etneo,,5,Isole,Sicilia,Catania,-,0,CT,87012,87012,87012,87012,B561,4.476,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 013 ,087013,Castel di Iudica,,5,Isole,Sicilia,Catania,-,0,CT,87013,87013,87013,87013,C091,4.748,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 014 ,087014,Castiglione di Sicilia,,5,Isole,Sicilia,Catania,-,0,CT,87014,87014,87014,87014,C297,3.298,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 015 ,087015,Catania,,5,Isole,Sicilia,Catania,-,1,CT,87015,87015,87015,87015,C351,293.902,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 016 ,087016,Fiumefreddo di Sicilia,,5,Isole,Sicilia,Catania,-,0,CT,87016,87016,87016,87016,D623,9.690,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 017 ,087017,Giarre,,5,Isole,Sicilia,Catania,-,0,CT,87017,87017,87017,87017,E017,28.114,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 018 ,087018,Grammichele,,5,Isole,Sicilia,Catania,-,0,CT,87018,87018,87018,87018,E133,13.064,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 019 ,087019,Gravina di Catania,,5,Isole,Sicilia,Catania,-,0,CT,87019,87019,87019,87019,E156,26.543,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 020 ,087020,Licodia Eubea,,5,Isole,Sicilia,Catania,-,0,CT,87020,87020,87020,87020,E578,3.047,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 021 ,087021,Linguaglossa,,5,Isole,Sicilia,Catania,-,0,CT,87021,87021,87021,87021,E602,5.416,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 022 ,087022,Maletto,,5,Isole,Sicilia,Catania,-,0,CT,87022,87022,87022,87022,E854,4.015,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 023 ,087023,Mascali,,5,Isole,Sicilia,Catania,-,0,CT,87023,87023,87023,87023,F004,13.792,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 024 ,087024,Mascalucia,,5,Isole,Sicilia,Catania,-,0,CT,87024,87024,87024,87024,F005,29.984,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 025 ,087025,Militello in Val di Catania,,5,Isole,Sicilia,Catania,-,0,CT,87025,87025,87025,87025,F209,7.807,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 026 ,087026,Milo,,5,Isole,Sicilia,Catania,-,0,CT,87026,87026,87026,87026,F214,1.065,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 027 ,087027,Mineo,,5,Isole,Sicilia,Catania,-,0,CT,87027,87027,87027,87027,F217,5.216,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 028 ,087028,Mirabella Imbaccari,,5,Isole,Sicilia,Catania,-,0,CT,87028,87028,87028,87028,F231,5.191,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 029 ,087029,Misterbianco,,5,Isole,Sicilia,Catania,-,0,CT,87029,87029,87029,87029,F250,47.356,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 030 ,087030,Motta Sant'Anastasia,,5,Isole,Sicilia,Catania,-,0,CT,87030,87030,87030,87030,F781,11.394,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 031 ,087031,Nicolosi,,5,Isole,Sicilia,Catania,-,0,CT,87031,87031,87031,87031,F890,7.156,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 032 ,087032,Palagonia,,5,Isole,Sicilia,Catania,-,0,CT,87032,87032,87032,87032,G253,16.540,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 033 ,087033,Paternò,,5,Isole,Sicilia,Catania,-,0,CT,87033,87033,87033,87033,G371,47.870,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 034 ,087034,Pedara,,5,Isole,Sicilia,Catania,-,0,CT,87034,87034,87034,87034,G402,12.896,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 035 ,087035,Piedimonte Etneo,,5,Isole,Sicilia,Catania,-,0,CT,87035,87035,87035,87035,G597,4.079,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 036 ,087036,Raddusa,,5,Isole,Sicilia,Catania,-,0,CT,87036,87036,87036,87036,H154,3.280,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 037 ,087037,Ramacca,,5,Isole,Sicilia,Catania,-,0,CT,87037,87037,87037,87037,H168,10.775,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 038 ,087038,Randazzo,,5,Isole,Sicilia,Catania,-,0,CT,87038,87038,87038,87038,H175,11.108,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 039 ,087039,Riposto,,5,Isole,Sicilia,Catania,-,0,CT,87039,87039,87039,87039,H325,14.181,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 040 ,087040,San Cono,,5,Isole,Sicilia,Catania,-,0,CT,87040,87040,87040,87040,H805,2.790,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 041 ,087041,San Giovanni la Punta,,5,Isole,Sicilia,Catania,-,0,CT,87041,87041,87041,87041,H922,22.049,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 042 ,087042,San Gregorio di Catania,,5,Isole,Sicilia,Catania,-,0,CT,87042,87042,87042,87042,H940,11.497,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 043 ,087043,San Michele di Ganzaria,,5,Isole,Sicilia,Catania,-,0,CT,87043,87043,87043,87043,I035,3.463,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 044 ,087044,San Pietro Clarenza,,5,Isole,Sicilia,Catania,-,0,CT,87044,87044,87044,87044,I098,7.102,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 045 ,087045,Sant'Agata li Battiati,,5,Isole,Sicilia,Catania,-,0,CT,87045,87045,87045,87045,I202,9.829,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 046 ,087046,Sant'Alfio,,5,Isole,Sicilia,Catania,-,0,CT,87046,87046,87046,87046,I216,1.631,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 047 ,087047,Santa Maria di Licodia,,5,Isole,Sicilia,Catania,-,0,CT,87047,87047,87047,87047,I240,7.322,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 048 ,087048,Santa Venerina,,5,Isole,Sicilia,Catania,-,0,CT,87048,87048,87048,87048,I314,8.351,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 049 ,087049,Scordia,,5,Isole,Sicilia,Catania,-,0,CT,87049,87049,87049,87049,I548,17.185,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 050 ,087050,Trecastagni,,5,Isole,Sicilia,Catania,-,0,CT,87050,87050,87050,87050,L355,10.482,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 051 ,087051,Tremestieri Etneo,,5,Isole,Sicilia,Catania,-,0,CT,87051,87051,87051,87051,L369,21.032,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 052 ,087052,Valverde,,5,Isole,Sicilia,Catania,-,0,CT,87052,87052,87052,87052,L658,7.714,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 053 ,087053,Viagrande,,5,Isole,Sicilia,Catania,-,0,CT,87053,87053,87053,87053,L828,8.155,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 054 ,087054,Vizzini,,5,Isole,Sicilia,Catania,-,0,CT,87054,87054,87054,87054,M100,6.409,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 055 ,087055,Zafferana Etnea,,5,Isole,Sicilia,Catania,-,0,CT,87055,87055,87055,87055,M139,9.249,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 056 ,087056,Mazzarrone,,5,Isole,Sicilia,Catania,-,0,CT,87056,87056,87056,87056,M271,3.989,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 057 ,087057,Maniace,,5,Isole,Sicilia,Catania,-,0,CT,87057,87057,87057,87057,M283,3.671,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,287,087, 058 ,087058,Ragalna,,5,Isole,Sicilia,Catania,-,0,CT,87058,87058,87058,87058,M287,3.676,ITG,ITG1,ITG17,ITG,ITG1,ITG17
19,-,088, 001 ,088001,Acate,,5,Isole,Sicilia,-,Ragusa,0,RG,88001,88001,88001,88001,A014,9.574,ITG,ITG1,ITG18,ITG,ITG1,ITG18
19,-,088, 002 ,088002,Chiaramonte Gulfi,,5,Isole,Sicilia,-,Ragusa,0,RG,88002,88002,88002,88002,C612,8.224,ITG,ITG1,ITG18,ITG,ITG1,ITG18
19,-,088, 003 ,088003,Comiso,,5,Isole,Sicilia,-,Ragusa,0,RG,88003,88003,88003,88003,C927,29.184,ITG,ITG1,ITG18,ITG,ITG1,ITG18
19,-,088, 004 ,088004,Giarratana,,5,Isole,Sicilia,-,Ragusa,0,RG,88004,88004,88004,88004,E016,3.143,ITG,ITG1,ITG18,ITG,ITG1,ITG18
19,-,088, 005 ,088005,Ispica,,5,Isole,Sicilia,-,Ragusa,0,RG,88005,88005,88005,88005,E366,15.122,ITG,ITG1,ITG18,ITG,ITG1,ITG18
19,-,088, 006 ,088006,Modica,,5,Isole,Sicilia,-,Ragusa,0,RG,88006,88006,88006,88006,F258,53.959,ITG,ITG1,ITG18,ITG,ITG1,ITG18
19,-,088, 007 ,088007,Monterosso Almo,,5,Isole,Sicilia,-,Ragusa,0,RG,88007,88007,88007,88007,F610,3.183,ITG,ITG1,ITG18,ITG,ITG1,ITG18
19,-,088, 008 ,088008,Pozzallo,,5,Isole,Sicilia,-,Ragusa,0,RG,88008,88008,88008,88008,G953,18.929,ITG,ITG1,ITG18,ITG,ITG1,ITG18
19,-,088, 009 ,088009,Ragusa,,5,Isole,Sicilia,-,Ragusa,1,RG,88009,88009,88009,88009,H163,69.794,ITG,ITG1,ITG18,ITG,ITG1,ITG18
19,-,088, 010 ,088010,Santa Croce Camerina,,5,Isole,Sicilia,-,Ragusa,0,RG,88010,88010,88010,88010,I178,9.452,ITG,ITG1,ITG18,ITG,ITG1,ITG18
19,-,088, 011 ,088011,Scicli,,5,Isole,Sicilia,-,Ragusa,0,RG,88011,88011,88011,88011,I535,25.922,ITG,ITG1,ITG18,ITG,ITG1,ITG18
19,-,088, 012 ,088012,Vittoria,,5,Isole,Sicilia,-,Ragusa,0,RG,88012,88012,88012,88012,M088,61.006,ITG,ITG1,ITG18,ITG,ITG1,ITG18
19,-,089, 001 ,089001,Augusta,,5,Isole,Sicilia,-,Siracusa,0,SR,89001,89001,89001,89001,A494,36.169,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 002 ,089002,Avola,,5,Isole,Sicilia,-,Siracusa,0,SR,89002,89002,89002,89002,A522,31.328,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 003 ,089003,Buccheri,,5,Isole,Sicilia,-,Siracusa,0,SR,89003,89003,89003,89003,B237,2.133,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 004 ,089004,Buscemi,,5,Isole,Sicilia,-,Siracusa,0,SR,89004,89004,89004,89004,B287,1.128,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 005 ,089005,Canicattini Bagni,,5,Isole,Sicilia,-,Siracusa,0,SR,89005,89005,89005,89005,B603,7.186,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 006 ,089006,Carlentini,,5,Isole,Sicilia,-,Siracusa,0,SR,89006,89006,89006,89006,B787,17.958,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 007 ,089007,Cassaro,,5,Isole,Sicilia,-,Siracusa,0,SR,89007,89007,89007,89007,C006,813,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 008 ,089008,Ferla,,5,Isole,Sicilia,-,Siracusa,0,SR,89008,89008,89008,89008,D540,2.600,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 009 ,089009,Floridia,,5,Isole,Sicilia,-,Siracusa,0,SR,89009,89009,89009,89009,D636,22.685,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 010 ,089010,Francofonte,,5,Isole,Sicilia,-,Siracusa,0,SR,89010,89010,89010,89010,D768,12.923,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 011 ,089011,Lentini,,5,Isole,Sicilia,-,Siracusa,0,SR,89011,89011,89011,89011,E532,24.484,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 012 ,089012,Melilli,,5,Isole,Sicilia,-,Siracusa,0,SR,89012,89012,89012,89012,F107,13.076,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 013 ,089013,Noto,,5,Isole,Sicilia,-,Siracusa,0,SR,89013,89013,89013,89013,F943,23.704,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 014 ,089014,Pachino,,5,Isole,Sicilia,-,Siracusa,0,SR,89014,89014,89014,89014,G211,22.068,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 015 ,089015,Palazzolo Acreide,,5,Isole,Sicilia,-,Siracusa,0,SR,89015,89015,89015,89015,G267,9.091,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 016 ,089016,Rosolini,,5,Isole,Sicilia,-,Siracusa,0,SR,89016,89016,89016,89016,H574,21.526,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 017 ,089017,Siracusa,,5,Isole,Sicilia,-,Siracusa,1,SR,89017,89017,89017,89017,I754,118.385,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 018 ,089018,Solarino,,5,Isole,Sicilia,-,Siracusa,0,SR,89018,89018,89018,89018,I785,7.853,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 019 ,089019,Sortino,,5,Isole,Sicilia,-,Siracusa,0,SR,89019,89019,89019,89019,I864,8.907,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 020 ,089020,Portopalo di Capo Passero,,5,Isole,Sicilia,-,Siracusa,0,SR,89020,89020,89020,89020,M257,3.749,ITG,ITG1,ITG19,ITG,ITG1,ITG19
19,-,089, 021 ,089021,Priolo Gargallo,,5,Isole,Sicilia,-,Siracusa,0,SR,89021,89021,89021,89021,M279,12.167,ITG,ITG1,ITG19,ITG,ITG1,ITG19
